cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
projected_resilience_of_asset-c033,482,98,98,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4023,proposers winning bidder advantageous tendering rfp bidders auctions bid competitively tender tenders,32971756:p00248:c05:split-1|34022655:p00362:c10:split-1|33815663:p00222:c08:split-1|33815663:p00235:c07:split-1|33107441:p00483:c03:split-1
projected_resilience_of_asset-c080,480,98,98,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.3129,participates books thereafter deliverables pom manual recipient maintained enter covenant association representative,33107441:p00282:c07:split-1|40013198:p00188:c09:split-1|33118666:p00316:c12:split-1|33706639:p00407:c07:split-1|34327188:p00271:c08:split-1
projected_resilience_of_asset-c084,477,96,96,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.3046,constitution assembly establishes decree regulated mandated powers appointed matters law president body,33345981:p00292:c08:split-1|31866361:p00270:c08:split-1|34460895:p00207:c09:split-1|32108178:p00324:c05:split-1|33937854:p00390:c03:split-1
projected_resilience_of_asset-c157,467,76,76,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3755,whole dto direction transformation roadmap prioritization agenda blocks importance foundations digitalization government,31338295:p00151:c02:split-1|31338295:p00331:c10:split-1|33118666:p00254:c10:split-1|33786588:p00164:c02:split-1|31338295:p00323:c01:split-1
projected_resilience_of_asset-c132,466,112,112,Adopt Common Alerting Protocol (CAP) for standardized multi-channel warnings,resilience_of_asset,0.2740,summarized page official pp pce mentioned pbcs pcm annex table paragraph ppsd,31866361:p00397:c07:split-1|34049898:p00427:c05:split-1|32321387:p00140:c13:split-1|33835348:p00455:c09:split-1|34388773:p00281:c09:split-1
projected_resilience_of_asset-c142,464,62,62,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.4243,subregional recs rec continental member harmonization eac igad regionally comesa harmonized oecs,34196069:p00155:c04:split-1|34194833:p00181:c06:split-1|34194833:p00253:c05:split-1|34196069:p00138:c13:split-1|32108178:p00189:c16:split-1
projected_resilience_of_asset-c158,448,77,77,Ensure cybersecurity of digital payment platforms and mobile money rails,resilience_of_asset,0.5036,laundering transact accept wallets wallet merchants acceptance payment payments gateway settlement transactions,31338295:p00286:c14:split-1|40028045:p00230:c16:split-1|40078552:p00034:c11:split-1|33107441:p00143:c02:split-1|31866361:p00145:c05:split-1
projected_resilience_of_asset-c110,441,83,83,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.4356,br govnet govtech cloud gov computing migration shared architecture wide gob interoperability,40045816:p00412:c26:split-1|34022655:p00340:c04:split-1|34022655:p00327:c26:split-1|33191006:p00271:c13:split-1|31338295:p00203:c08:split-1
projected_resilience_of_asset-c057,438,91,91,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3124,secretaries moict moitt ng mocit intic ps minict doit chair secretary cio,33835349:p00253:c01:split-1|33107441:p00244:c05:split-1|31338295:p00209:c05:split-1|33812956:p00334:c01:split-1|33835349:p00322:c07:split-1
projected_resilience_of_asset-c021,425,77,77,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3809,lgas ebeye mindanao kosrae majuro km terrestrial outer length optic hospitals wi,40095037:p00220:c33:split-1|34228859:p00025:c19:split-1|34196134:p00151:c10:split-1|40052992:p00160:c04:split-1|31338295:p00132:c12:split-1
projected_resilience_of_asset-c070,421,62,62,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.5032,minimization improper consent legitimate unauthorized lawful subjects personal privacy pdp protected breaches,31747152:p00623:c10:split-1|31747152:p00374:c31:split-1|34460895:p00102:c07:split-1|33835349:p00274:c15:split-1|33191006:p00218:c04:split-1
projected_resilience_of_asset-c098,413,70,70,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.2379,outlook imports invasion commodity ukraine russia shortages disrupted oil exports pressures manufacturing,33844146:p00314:c03:split-1|40080119:p00237:c04:split-1|32971756:p00124:c15:split-1|32527137:p00125:c02:split-1|34327188:p00088:c03:split-1
projected_resilience_of_asset-c017,409,74,74,Scale mobile money for post-disaster person-to-person remittances,digital_for_resilience,0.2094,archipelago ocean notre dame west tom stable member ranks heavily km ecowas,34196069:p00140:c02:split-1|34049907:p00139:c06:split-1|31747152:p00155:c15:split-1|32971756:p00611:c04:split-1|34022655:p00150:c08:split-1
projected_resilience_of_asset-c087,407,75,75,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.3498,usability centric centered deliver digitalized digitally fast digitizing delivery citizens improve services,34428613:p00128:c02:split-1|33830968:p00146:c05:split-1|34218724:p00208:c02:split-1|40100544:p00111:c14:split-1|32527137:p00154:c03:split-1
projected_resilience_of_asset-c074,406,68,68,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.4136,discriminatory monopoly roaming licensed regulated wholesale sell mnos isps incumbent operators retail,33844146:p00208:c16:split-1|31167658:p00555:c03:split-1|33786588:p00365:c15:split-1|40042661:p00137:c05:split-1|31866361:p00206:c12:split-1
projected_resilience_of_asset-c138,402,94,94,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3076,missing subcomponents backbone optic mile extending middle pre broadband expansion connectivity fiber,33118666:p00183:c05:split-1|33937854:p00178:c01:split-1|33706639:p00226:c19:split-1|33815663:p00376:c04:split-1|33844146:p00226:c04:split-1
projected_resilience_of_asset-c061,401,69,69,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4882,waterlogging heatwaves warming precipitation temperatures temperature damaging intensity rainfall storm intense droughts,33107441:p00502:c10:split-1|31338295:p00174:c05:split-1|33815663:p00222:c17:split-1|33937854:p00221:c02:split-1|33844146:p00124:c06:split-1
projected_resilience_of_asset-c109,400,76,76,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4036,excluded exclusion minorities disabled indigenous discrimination peoples disproportionately marginalized disabilities elderly disadvantaged,33118666:p00317:c08:split-1|34049898:p00139:c14:split-1|33835349:p00191:c09:split-1|33835349:p00274:c13:split-1|40028045:p00193:c07:split-1
projected_resilience_of_asset-c155,400,97,97,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.3136,consulted consultations pronatel dialogue beneficiaries learned closure sustainability feedback lessons strengthened beneficiary,40045816:p00206:c16:split-1|34380714:p00047:c22:split-1|34049898:p00257:c01:split-1|33345981:p00163:c14:split-1|33835348:p00350:c06:split-1
projected_resilience_of_asset-c042,398,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.1915,none localities located living villages locations sites currently less area available areas,34201758:p00151:c02:split-1|33118666:p00192:c20:split-1|40027697:p00184:c23:split-1|32159893:p00189:c12:split-1|31167658:p00131:c06:split-1
projected_resilience_of_asset-c012,397,111,111,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2746,contingent subcomponents cerc buildings added structure dukcapil hardware ppp studies reflect interoperability,34254903:p00121:c02:split-1|34228623:p00211:c01:split-1|40099485:p00037:c02:split-1|40115059:p00632:c09:split-1|34397339:p00165:c03:split-1
projected_resilience_of_asset-c026,397,96,96,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3123,overcome highlights bottlenecks priorities address addressed designing addressing efforts challenges interventions issues,31167658:p00275:c07:split-1|33706639:p00282:c06:split-1|34049898:p00122:c13:split-1|32159893:p00416:c03:split-1|33107441:p00507:c02:split-1
projected_resilience_of_asset-c023,396,83,83,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.3284,gor strengthen capability capacity house ability reinforce capacities sufficient boost build strengthening,34049907:p00461:c11:split-1|34327188:p00197:c23:split-1|34429409:p00183:c03:split-1|40087727:p00121:c10:split-1|32971756:p00332:c09:split-1
projected_resilience_of_asset-c086,395,72,72,Design interoperability and portability standards for digital financial services,resilience_of_asset,0.4402,compatibility visual vendor interoperable lock neutrality standardization interoperability modular standardized neutral standards,31889872:p00224:c13:split-1|31866361:p00271:c08:split-1|32527137:p00426:c08:split-1|33191006:p00266:c10:split-1|34049907:p00584:c06:split-1
projected_resilience_of_asset-c126,395,67,67,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.4394,harmonizing harmonized foster trade commerce continent border flows dynamic sdm integration ecowas,32108178:p00192:c05:split-1|34338772:p00276:c04:split-1|32108178:p00189:c20:split-1|40087727:p00099:c15:split-1|34338772:p00119:c06:split-1
projected_resilience_of_asset-c112,392,74,74,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5193,withstand recover resilience consequences adapt floods climate shocks heat disasters vulnerability adaptation,40087727:p00188:c03:split-1|31866361:p00158:c05:split-1|33107441:p00153:c13:split-1|33830968:p00445:c02:split-1|34310682:p00347:c04:split-1
projected_resilience_of_asset-c146,391,94,94,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2216,able effort continue planned allow prepare made special used need expected required,34131348:p00320:c24:split-1|40072597:p00211:c06:split-1|33753850:p00361:c14:split-1|34049907:p00453:c06:split-1|33937854:p00307:c13:split-1
projected_resilience_of_asset-c008,388,69,69,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.2944,underinvestment bottleneck commercially expensive constrained limits absence failure concentrated limit lacks presents,32321387:p00360:c01:split-1|32321387:p00145:c10:split-1|40087727:p00101:c06:split-1|34397339:p00106:c04:split-1|34394311:p00189:c11:split-1
projected_resilience_of_asset-c015,385,85,85,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.3906,legislation regulatory laws legislative amendments reforms regulation frameworks legal drafting regulations licensing,33191006:p00191:c03:split-1|32321387:p00190:c06:split-1|40110459:p00319:c04:split-1|40013198:p00158:c06:split-1|32108178:p00159:c02:split-1
projected_resilience_of_asset-c059,385,61,61,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4050,labeling jrc star surpass recycle pue battery recycling energy centre certification certified,34428613:p00357:c25:split-1|40028045:p00189:c18:split-1|34049898:p00512:c11:split-1|32321387:p00158:c18:split-1|34310682:p00146:c07:split-1
projected_resilience_of_asset-c078,382,78,78,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.2713,professions competency cfi ciras professionals skilled employees servants employability trained science professional,33815663:p00162:c13:split-1|34228623:p00186:c03:split-1|34049907:p00265:c10:split-1|33822742:p00154:c10:split-1|34460895:p00118:c03:split-1
projected_resilience_of_asset-c144,382,81,81,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2667,cpcc rpcc designate week chair representative mef chaired psc sc representatives deputy,33985963:p00295:c09:split-1|34228623:p00228:c01:split-1|33835348:p00282:c05:split-1|34347483:p00044:c04:split-1|33813209:p00230:c15:split-1
projected_resilience_of_asset-c019,372,60,60,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4978,biographic voter deduplication nid registries databases registry biometric validate dinas registration ditjen,34204848:p00148:c02:split-1|40037981:p00038:c16:split-1|34204848:p00152:c02:split-1|34201758:p00201:c16:split-1|40045816:p00191:c04:split-1
projected_resilience_of_asset-c063,371,96,96,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3247,workload continuity avoid culture duplication maintaining maintenance maintain sustainability manage effectively long,40080119:p00194:c10:split-1|34429409:p00158:c03:split-1|31866361:p00391:c08:split-1|40097306:p00044:c12:split-1|34022655:p00383:c15:split-1
projected_resilience_of_asset-c106,369,90,90,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.1521,continues able ability likely opportunity less continue important remains addition however used,40095037:p00145:c24:split-1|33107441:p00267:c07:split-1|32159893:p00526:c09:split-1|31866361:p00373:c04:split-1|34327188:p00209:c07:split-1
projected_resilience_of_asset-c011,368,67,67,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.3448,signal cellular left populated leaving lacking density unconnected divide cities living unserved,32321387:p00383:c10:split-1|34254903:p00099:c09:split-1|33835348:p00180:c02:split-1|34049907:p00294:c06:split-1|33937854:p00425:c03:split-1
projected_resilience_of_asset-c040,367,78,78,Support community-owned mesh networks and locally maintained connectivity infrastructure,resilience_of_asset,0.2849,collaborate encourage raise foster promote drive uptake awareness innovation aim inclusion promoting,34397339:p00175:c07:split-1|33815663:p00174:c10:split-1|33815663:p00218:c04:split-1|33813209:p00149:c20:split-1|34394311:p00170:c05:split-1
projected_resilience_of_asset-c107,366,97,97,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2442,pius piu spiu retain ecsu ciu hire park pcu unit positions pmu,34228623:p00260:c13:split-1|33815663:p00301:c01:split-1|34388773:p00303:c03:split-1|34222788:p00097:c12:split-1|40126632:p00026:c09:split-1
projected_resilience_of_asset-c135,362,91,91,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.2679,credits dialogue lives world worldbank bank wbg engaged wb teams financed european,31866361:p00213:c03:split-1|32159893:p00558:c03:split-1|33830968:p00414:c06:split-1|33706639:p00567:c03:split-1|31167658:p00487:c20:split-1
projected_resilience_of_asset-c041,361,78,78,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4686,cyberattacks cyberthreats threats attacks resiliency breaches incidence cyber redundancy vulnerabilities cybersecurity protect,33118666:p00254:c19:split-1|34049898:p00223:c03:split-1|40095037:p00184:c07:split-1|34397339:p00173:c09:split-1|33844146:p00154:c02:split-1
projected_resilience_of_asset-c092,360,66,66,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4139,iru prepurchase indefeasible infraco bulk ensured operator fttp ethio anchor wholesale isps,31866361:p00174:c08:split-1|40045816:p00175:c09:split-1|33815663:p00235:c10:split-1|33345981:p00246:c12:split-1|31866361:p00266:c04:split-1
projected_resilience_of_asset-c094,359,89,89,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2209,ga gui ma gb bcc vii iv waste vi ii iii special,34049898:p00269:c05:split-1|34310682:p00269:c07:split-1|33107441:p00405:c08:split-1|33118666:p00308:c04:split-1|31167658:p00574:c02:split-1
projected_resilience_of_asset-c016,356,83,83,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.3073,analog technologies innovative transformation devices digitalization enablers greater solutions technology digital platforms,34460895:p00097:c06:split-1|32527137:p00168:c10:split-1|34275965:p00120:c10:split-1|34275965:p00161:c04:split-1|33844146:p00253:c17:split-1
projected_resilience_of_asset-c038,356,66,66,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3050,attracting attract crowd stimulating encourage investors private incentivize partnerships conducive players investment,33844146:p00257:c05:split-1|32159893:p00345:c05:split-1|40080119:p00160:c03:split-1|34196069:p00208:c04:split-1|32971756:p00198:c10:split-1
projected_resilience_of_asset-c053,356,70,70,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.4723,arcep regulator gulation enforcing regulate governing spectrum regulators telecommunications telecoms proclamation liberalization,33753850:p00171:c03:split-1|34049907:p00236:c05:split-1|33786588:p00203:c04:split-1|32971756:p00283:c15:split-1|33830968:p00139:c16:split-1
projected_resilience_of_asset-c048,355,71,71,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3480,conatel enactment upstream defining regulator regulatory frameworks harmonization arcep spectrum legal enhancement,33835348:p00267:c03:split-1|34388773:p00232:c05:split-1|34049907:p00236:c04:split-1|32108178:p00197:c03:split-1|34196069:p00217:c03:split-1
projected_resilience_of_asset-c050,355,61,61,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3717,underrepresented stereotypes childcare disproportionately inequalities norms family discrimination male inequality girls cultural,40042661:p00241:c09:split-1|34254903:p00085:c22:split-1|33862093:p00122:c05:split-1|32626249:p00445:c19:split-1|40080119:p00091:c09:split-1
projected_resilience_of_asset-c031,352,81,81,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.3169,consensus collaborative whole dialogue buy highest stakeholders together priorities sectoral leadership drive,33815663:p00137:c14:split-1|33815663:p00261:c05:split-1|34275965:p00150:c10:split-1|33786588:p00342:c04:split-1|33830968:p00279:c02:split-1
projected_resilience_of_asset-c130,351,70,70,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3773,microwave deploy premises fttp passive copper mbps wireless optic cables connect fiber,31866282:p00197:c09:split-1|40045816:p00230:c12:split-1|34460895:p00178:c04:split-1|33421881:p00169:c12:split-1|34049907:p00677:c02:split-1
projected_resilience_of_asset-c139,350,74,74,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5426,screened screening geophysical hazards nap adaptation climate climatic vulnerability paris disaster heat,34394311:p00192:c12:split-1|34201758:p00171:c02:split-1|40081960:p00181:c01:split-1|32626249:p00235:c04:split-1|40042661:p00159:c01:split-1
projected_resilience_of_asset-c052,349,79,79,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.4715,cybercrime convention enactment bill protection personal privacy law enacted laws proclamation harmonized,32971756:p00320:c16:split-1|33844146:p00154:c07:split-1|31747152:p00506:c02:split-1|40082999:p00056:c17:split-1|31747152:p00378:c19:split-1
projected_resilience_of_asset-c118,345,83,83,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4362,benavidez prodest room center ites park district servers carrier housed nims hotel,40080398:p00061:c10:split-1|34460895:p00189:c05:split-1|31889872:p00191:c07:split-1|34310682:p00200:c15:split-1|31889872:p00252:c03:split-1
projected_resilience_of_asset-c154,343,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3933,procure fit procuring bid procurements bids packages streamline define bidding proposals procurement,34131348:p00333:c07:split-1|32626249:p00323:c03:split-1|31338295:p00208:c10:split-1|31338295:p00226:c03:split-1|34394311:p00201:c06:split-1
projected_resilience_of_asset-c125,339,73,73,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3181,g2c br g2g portals g2b transactional digitalizing friendly universally gov websites portal,40072597:p00127:c05:split-1|33421881:p00385:c15:split-1|33812956:p00147:c28:split-1|31866361:p00145:c15:split-1|40072597:p00167:c04:split-1
projected_resilience_of_asset-c046,336,81,81,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3733,exchanges step procured systematic tracking procurement specifications contract proposals procurements cycle contracting,33835348:p00318:c07:split-1|31866361:p00396:c02:split-1|33862093:p00359:c02:split-1|34049898:p00314:c02:split-1|33786588:p00376:c02:split-1
projected_resilience_of_asset-c056,336,80,80,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3965,ppsd tables pp plan prepared draft procurement borrower updated strategy approaches recommended,34131348:p00329:c03:split-1|34327188:p00227:c18:split-1|32093931:p00289:c11:split-1|34428613:p00246:c08:split-1|33822742:p00273:c05:split-1
projected_resilience_of_asset-c137,335,70,70,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3417,lr ma regionally drafting updating frameworks licensing ta arcep guidelines spectrum operationalization,33985963:p00259:c01:split-1|34429409:p00137:c06:split-1|33786588:p00215:c01:split-1|40080119:p00139:c03:split-1|34196069:p00219:c01:split-1
projected_resilience_of_asset-c097,333,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3626,esmps esmp esms ess1 esia escp esss esias generic ehs esmf ess10,33053299:p00186:c18:split-1|33107441:p00280:c03:split-1|33345981:p00320:c05:split-1|33822742:p00277:c05:split-1|32527137:p00283:c02:split-1
projected_resilience_of_asset-c000,330,73,73,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4019,misuse protect integrity safeguard prevent secure consent avoid personal privacy reliability trust,31747152:p00667:c10:split-1|33862093:p00188:c11:split-1|31747152:p00724:c08:split-1|32321387:p00244:c15:split-1|34275965:p00149:c05:split-1
projected_resilience_of_asset-c055,330,98,98,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2436,great parent funded complement original created designed developed design used benefit established,31866361:p00250:c04:split-1|31747152:p00744:c05:split-1|31167658:p00252:c15:split-1|40013198:p00215:c03:split-1|34196069:p00424:c08:split-1
projected_resilience_of_asset-c079,328,67,67,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.2606,males earn females versus boys male tertiary men proportion vs graduates force,32108178:p00184:c03:split-1|32527137:p00159:c03:split-1|32626249:p00472:c02:split-1|33345981:p00449:c06:split-1|32159890:p00184:c05:split-1
projected_resilience_of_asset-c083,328,90,90,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.3436,servants cabinet ministries offices employees departments civil government officials federal owned mdas,40027697:p00171:c11:split-1|33191006:p00243:c04:split-1|34275965:p00128:c02:split-1|32527137:p00420:c08:split-1|34325711:p00026:c07:split-1
projected_resilience_of_asset-c018,327,60,60,Build submarine cable redundancy through diverse routing,resilience_of_asset,0.3988,wacren nrens neighbors europe station ixps landlocked ethernet landing submarine ncipe hoa,34049907:p00297:c12:split-1|34022655:p00164:c04:split-1|40115059:p00662:c02:split-1|34397339:p00120:c06:split-1|40100544:p00104:c21:split-1
projected_resilience_of_asset-c047,327,69,69,Establish disaster recovery sites and government cloud resilience for continuity of digital services,resilience_of_asset,0.4376,overheating outages downtime interruptions susceptible damage redundancy fire disruptions aerial backup underground,40081960:p00090:c13:split-1|34394311:p00340:c08:split-1|33835348:p00168:c08:split-1|34204848:p00213:c10:split-1|40115059:p00662:c07:split-1
projected_resilience_of_asset-c124,327,107,107,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2165,scheduled fy27 late june september completed march january december october until signed,40110459:p00334:c07:split-1|40077325:p00051:c02:split-1|40119486:p00010:c30:split-1|34357064:p00030:c08:split-1|34222788:p00097:c06:split-1
projected_resilience_of_asset-c104,326,47,47,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4773,nins nin nimc kyc deaths births holders nip registry enrollments mandatory register,31747152:p00560:c01:split-1|31747152:p00301:c10:split-1|31747152:p00378:c22:split-1|31747152:p00565:c04:split-1|31747152:p00275:c17:split-1
projected_resilience_of_asset-c128,318,72,72,Pre-position satellite communications for government use during terrestrial network failure,resilience_of_asset,0.2530,accessing providers service agreements services face deliver portal commercial available users delivery,34049898:p00523:c03:split-1|33191006:p00309:c08:split-1|40081960:p00174:c06:split-1|40081960:p00127:c11:split-1|33835348:p00147:c11:split-1
projected_resilience_of_asset-c013,317,67,67,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4556,notre dame lying hurricanes nd coastline cyclones typhoons variability earthquakes tropical geophysical,33813209:p00202:c07:split-1|34310682:p00080:c02:split-1|34397339:p00226:c02:split-1|33812956:p00121:c02:split-1|34397339:p00397:c02:split-1
projected_resilience_of_asset-c121,317,82,82,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.3083,spn objection semester receipt cleared days submitted quarter acceptable later calendar semi,32527137:p00391:c04:split-1|32527137:p00230:c08:split-1|34228859:p00040:c17:split-1|33835348:p00453:c11:split-1|34204848:p00195:c05:split-1
projected_resilience_of_asset-c116,316,75,75,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3689,economies attract pressure players competition competitiveness competitive foreign chains suppliers market larger,33835349:p00220:c05:split-1|33822742:p00432:c10:split-1|34254903:p00098:c04:split-1|32321387:p00404:c15:split-1|32108178:p00145:c09:split-1
projected_resilience_of_asset-c127,316,69,69,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.3229,trenching habitats vegetation hazardous occupational relate disposal noise pose temporary soil electrical,33985963:p00360:c01:split-1|33706639:p00400:c18:split-1|33830968:p00318:c01:split-1|33985963:p00348:c05:split-1|33345981:p00318:c01:split-1
