cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw_resilience_of_asset-c040,449,92,92,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5386,bold rique num vision minist blueprint master nation nationale agenda ambitious advancing,33815663:p00132:c04:split-1|33191006:p00261:c06:split-1|33602788:p00197:c01:split-1|33786588:p00359:c04:split-1|34254903:p00087:c11:split-1
raw_resilience_of_asset-c003,442,79,79,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4538,ma vii ta spectrum drafting iv workshops gb ii member iii vi,33786588:p00215:c01:split-1|34218724:p00140:c01:split-1|33985963:p00259:c01:split-1|33786588:p00240:c01:split-1|33191006:p00205:c17:split-1
raw_resilience_of_asset-c048,442,66,66,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5906,iru indefeasible bulk lease prepurchase opex dark winning capex auctions bandwidth purchase,32971756:p00529:c03:split-1|32626249:p00191:c06:split-1|34022655:p00226:c05:split-1|34196069:p00306:c03:split-1|33602788:p00220:c09:split-1
raw_resilience_of_asset-c090,440,80,80,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.3677,females males careers earn male tend men female stem women proportion represent,32321387:p00320:c01:split-1|33815663:p00188:c02:split-1|32971756:p00346:c02:split-1|40105151:p00177:c02:split-1|32108178:p00184:c03:split-1
raw_resilience_of_asset-c144,435,71,71,Deploy smart grid and digital energy management systems for resilient power supply,resilience_of_asset,0.5127,surpass pue diesel ee batteries solar wind star clean lighting battery renewable,31889872:p00185:c03:split-1|34204848:p00157:c08:split-1|33815663:p00289:c18:split-1|34460895:p00189:c09:split-1|33937854:p00192:c03:split-1
raw_resilience_of_asset-c107,432,44,44,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.5808,subregional impacs recs rec continental harmonization eac regionally igad member harmonized comesa,34196069:p00155:c04:split-1|31866282:p00088:c02:split-1|34194833:p00181:c06:split-1|34196069:p00138:c13:split-1|34049907:p00322:c03:split-1
raw_resilience_of_asset-c031,431,95,95,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4645,procurements procure procuring fit procured procurement complex packages bids define function approaches,34394311:p00201:c06:split-1|33937854:p00239:c04:split-1|34295403:p00136:c03:split-1|31338295:p00208:c10:split-1|31889872:p00411:c05:split-1
raw_resilience_of_asset-c014,428,95,95,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4966,esmps esmp ess1 esias ess5 escp generic ess10 esia ess2 ehs lmp,33053299:p00186:c18:split-1|34350724:p00051:c33:split-1|33345981:p00320:c05:split-1|34192090:p00047:c01:split-1|33191006:p00337:c18:split-1
raw_resilience_of_asset-c044,427,76,76,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.3560,ukraine invasion outlook imports russia oil pressures war commodity decades exports decline,33844146:p00314:c03:split-1|33937854:p00119:c03:split-1|34327188:p00088:c03:split-1|32971756:p00124:c15:split-1|34275965:p00083:c07:split-1
raw_resilience_of_asset-c070,426,76,76,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4226,diversify diversified diversification attracting prosperity competitiveness jobs attract uzbekistan job boosting growth,33822742:p00146:c03:split-1|33822742:p00154:c05:split-1|40045816:p00413:c06:split-1|34429409:p00109:c02:split-1|40013198:p00299:c14:split-1
raw_resilience_of_asset-c088,426,72,72,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5853,waterlogging hurricanes wildfires heatwaves variability droughts landslides storm rainfall cyclones earthquakes storms,31167658:p00207:c08:split-1|34397339:p00226:c02:split-1|34397339:p00397:c02:split-1|32527137:p00124:c14:split-1|40100544:p00105:c02:split-1
raw_resilience_of_asset-c125,425,91,91,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.3992,secretaries chair chaired representatives prime eop minister vice mef ministers secretary cabinet,33786588:p00394:c14:split-1|33822742:p00231:c05:split-1|33985963:p00295:c09:split-1|34397339:p00209:c06:split-1|34347483:p00044:c03:split-1
raw_resilience_of_asset-c135,423,91,91,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.4226,constitution mandated decree assembly amendment law provisions covenants laws right code rules,32108178:p00480:c02:split-1|33345981:p00292:c08:split-1|31866361:p00270:c08:split-1|34196134:p00283:c12:split-1|33812956:p00284:c07:split-1
raw_resilience_of_asset-c123,421,96,96,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2727,adapt able complete prevent prepare allow address manage take make build set,34275965:p00233:c05:split-1|33786588:p00365:c17:split-1|31866361:p00148:c09:split-1|34004583:p00027:c18:split-1|31338295:p00217:c11:split-1
raw_resilience_of_asset-c085,416,106,106,Adopt Common Alerting Protocol (CAP) for standardized multi-channel warnings,resilience_of_asset,0.3025,upgraded adopted built taken received updated revised developed prepared agreed made expected,32971756:p00411:c03:split-1|33859017:p00029:c02:split-1|34307768:p00046:c13:split-1|33812956:p00200:c08:split-1|33835348:p00145:c08:split-1
raw_resilience_of_asset-c034,415,70,70,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6607,telecoms dpf regime telecom competition liberalization upstream vibrant conducive regulator privatization telecommunications,33786588:p00182:c13:split-1|34394311:p00169:c08:split-1|33985963:p00302:c01:split-1|33862093:p00168:c03:split-1|34228623:p00246:c07:split-1
raw_resilience_of_asset-c137,413,83,83,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.4235,reside square localities zones north located villages living protected territory islands outer,40045816:p00380:c18:split-1|33602788:p00172:c14:split-1|34201758:p00151:c02:split-1|34049907:p00659:c03:split-1|34049907:p00301:c01:split-1
raw_resilience_of_asset-c086,409,69,69,Establish regional frameworks for cross-border digital resilience cooperation,resilience_of_asset,0.6158,afcfta harmonizing harmonized vibrant continent trade border commerce flows continental ecowas integration,34338772:p00119:c06:split-1|34338772:p00276:c04:split-1|40087727:p00099:c15:split-1|32108178:p00192:c05:split-1|34022655:p00227:c07:split-1
raw_resilience_of_asset-c037,402,80,80,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6244,affordable universal expanding divide broadband affordability extending productive reliable accelerating connectivity expand,31866361:p00162:c03:split-1|34295403:p00103:c03:split-1|33107441:p00433:c02:split-1|33602788:p00174:c06:split-1|31167658:p00200:c07:split-1
raw_resilience_of_asset-c132,402,81,81,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6225,prepurchase ducts govnet terrestrial backhaul backbone mile middle routes towers fiber fttp,34022655:p00397:c10:split-1|32626249:p00224:c02:split-1|31866361:p00206:c02:split-1|34394311:p00135:c01:split-1|34429409:p00151:c01:split-1
raw_resilience_of_asset-c117,394,67,67,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.7547,resistant resilient aftermath intense resiliency proofing embedding flood resilience climate underground redundancy,33118666:p00263:c16:split-1|34275965:p00095:c02:split-1|34388773:p00275:c06:split-1|33844146:p00189:c02:split-1|34394311:p00192:c13:split-1
raw_resilience_of_asset-c157,389,90,90,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4910,negotiation consultant officer senior bid procure recruit advisor specifications heis specialist specialists,33786588:p00395:c10:split-1|33786588:p00523:c10:split-1|34049907:p00504:c05:split-1|33830968:p00425:c04:split-1|34196069:p00450:c08:split-1
raw_resilience_of_asset-c041,388,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4586,adapt protocols centric specifications effectively implement implemented architecture transition best good practices,40117525:p00016:c14:split-1|33844146:p00364:c03:split-1|34307768:p00051:c04:split-1|34388773:p00236:c03:split-1|34388773:p00306:c12:split-1
raw_resilience_of_asset-c072,388,74,74,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4685,spds borrowers quotations edition gpn ipf notice arrange expressions undb governed regulations,33191006:p00449:c01:split-1|33830968:p00312:c01:split-1|34022655:p00456:c02:split-1|32093931:p00377:c01:split-1|40027697:p00195:c01:split-1
raw_resilience_of_asset-c067,384,95,95,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.2973,difficult unable difficulties little ability much challenge less efforts still able remain,34204848:p00130:c17:split-1|40080119:p00098:c04:split-1|40013198:p00345:c05:split-1|32971756:p00670:c06:split-1|34201758:p00257:c06:split-1
raw_resilience_of_asset-c121,384,76,76,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.3621,west member ecowas located comesa east african council cameroon grenada km eac,40087727:p00113:c09:split-1|40087727:p00114:c19:split-1|31747152:p00155:c15:split-1|34196069:p00140:c02:split-1|34049907:p00139:c06:split-1
raw_resilience_of_asset-c080,379,78,78,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.5927,gdpr freedom enactment pdp bill cybercrimes cybercrime personal protection privacy convention dpo,31747152:p00314:c23:split-1|32971756:p00320:c16:split-1|31747152:p00506:c02:split-1|34022655:p00352:c08:split-1|40082999:p00056:c17:split-1
raw_resilience_of_asset-c112,379,72,72,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5221,telegeography mbps subscribe mbit subscriber subscribers fixed gni subscriptions threshold subscription speeds,33844146:p00135:c05:split-1|32626249:p00158:c03:split-1|34388773:p00098:c05:split-1|34254903:p00099:c10:split-1|33844146:p00135:c02:split-1
raw_resilience_of_asset-c158,379,77,77,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5521,centric digitally digitalized enabled deliver digitized delivery uptake services user accessible public,33107441:p00159:c04:split-1|33786588:p00332:c03:split-1|33985963:p00315:c04:split-1|33815663:p00185:c04:split-1|33835348:p00179:c03:split-1
raw_resilience_of_asset-c012,378,109,109,Design Cat DDO trigger mechanisms linked to digital connectivity and data infrastructure,digital_for_resilience,0.4012,contingent cerc subcomponents seek added hardware structure emergency ppp studies scope implemented,34429409:p00173:c09:split-1|40115059:p00632:c09:split-1|40099485:p00037:c02:split-1|34254903:p00121:c02:split-1|34228623:p00211:c01:split-1
raw_resilience_of_asset-c016,375,106,106,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.4469,gosl gou elections parliament sought goe ambitious gon committed gog gos got,40052992:p00181:c08:split-1|33835348:p00147:c01:split-1|40028045:p00117:c12:split-1|40105151:p00051:c10:split-1|32321387:p00154:c01:split-1
raw_resilience_of_asset-c038,374,88,88,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4544,cfi workshop ciras workshops training trainings science specialized employees ites hands professional,33835348:p00463:c15:split-1|32108178:p00540:c04:split-1|33862093:p00186:c05:split-1|33753850:p00250:c13:split-1|34196134:p00156:c04:split-1
raw_resilience_of_asset-c076,374,66,66,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5512,auction ppp ppps reverse structuring subsidies auctions anchor crowd mobilizing commercially award,34428613:p00198:c05:split-1|34394311:p00100:c03:split-1|33985963:p00163:c05:split-1|32527137:p00233:c07:split-1|31167658:p00236:c31:split-1
raw_resilience_of_asset-c150,373,67,67,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.6407,divide excluded bridge inclusion marginalized equitable barriers devices disadvantaged literacy schemes side,33835348:p00189:c07:split-1|33602788:p00145:c02:split-1|40052992:p00223:c03:split-1|33706639:p00147:c08:split-1|33602788:p00270:c02:split-1
raw_resilience_of_asset-c126,371,71,71,Develop interoperability standards across humanitarian and government digital response systems,resilience_of_asset,0.6237,compatibility interoperable vendor lock interoperability reuse common standardized duplication neutral unified source,33191006:p00266:c10:split-1|31889872:p00224:c13:split-1|32527137:p00426:c08:split-1|31866361:p00271:c08:split-1|40072597:p00102:c19:split-1
raw_resilience_of_asset-c064,370,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3658,piu pius staffed retain recruiting hire recruitment recruited positions park ciu dedicated,33830968:p00313:c02:split-1|34222788:p00097:c12:split-1|34254903:p00163:c06:split-1|40115059:p00725:c08:split-1|40126632:p00026:c09:split-1
raw_resilience_of_asset-c130,369,75,75,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4750,house capacity strengthen strengthened capacities build strengthening building sufficient servants ability institutional,34049907:p00461:c11:split-1|34388773:p00208:c10:split-1|40028045:p00203:c09:split-1|34327188:p00197:c23:split-1|33815663:p00243:c02:split-1
raw_resilience_of_asset-c021,368,76,76,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5031,professions competency ambassadors literacy skills receiving advanced servants participants trainings basic specialized,33118666:p00375:c11:split-1|40080119:p00144:c04:split-1|33862093:p00298:c17:split-1|33844146:p00163:c09:split-1|34429409:p00167:c05:split-1
raw_resilience_of_asset-c122,368,87,87,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2524,optimistic percent grow employed percentage registered average respectively children disabilities approximately share,31167658:p00648:c05:split-1|32527137:p00125:c08:split-1|34428613:p00102:c05:split-1|40109413:p00052:c21:split-1|34327188:p00208:c14:split-1
raw_resilience_of_asset-c045,366,90,90,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4175,http grs worldbank please visit cleared org www en directors website disclosed,31167658:p00487:c20:split-1|33706639:p00567:c03:split-1|32159893:p00558:c03:split-1|31747152:p00431:c06:split-1|34196069:p00420:c05:split-1
raw_resilience_of_asset-c081,366,77,77,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.6236,tvets connectivity bandwidth unconnected offices universities hospitals schools connecting expanding affordable neighboring,33107441:p00221:c05:split-1|31866361:p00154:c14:split-1|33937854:p00144:c06:split-1|40095037:p00220:c33:split-1|34429409:p00136:c03:split-1
raw_resilience_of_asset-c106,365,86,86,Build redundancy in payment processing infrastructure with backup and failover systems,resilience_of_asset,0.4855,laundering reconciliation currency zero balances processed payments balance transactions authorized payment opening,32971756:p00200:c15:split-1|32108178:p00797:c10:split-1|32108178:p00206:c03:split-1|33706639:p00512:c05:split-1|34275965:p00139:c15:split-1
raw_resilience_of_asset-c095,363,77,77,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4292,grid contributes cpf seek green goals regions sustainability supports inclusive aligned positive,40052992:p00199:c09:split-1|34228623:p00192:c09:split-1|31167658:p00207:c01:split-1|34380714:p00047:c22:split-1|31167658:p00369:c04:split-1
raw_resilience_of_asset-c105,362,59,59,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.5729,signal cellular microwave cables aerial satellite terrestrial missing unconnected damage routes wireless,34394311:p00135:c06:split-1|40042661:p00113:c07:split-1|33844146:p00151:c06:split-1|34254903:p00245:c06:split-1|34049907:p00642:c02:split-1
raw_resilience_of_asset-c101,360,67,67,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.5256,convenient retention equality parity female girls women trainers empowerment encourage voice balance,32626249:p00231:c22:split-1|33835349:p00160:c07:split-1|40080119:p00095:c18:split-1|40072597:p00137:c12:split-1|33830968:p00171:c07:split-1
raw_resilience_of_asset-c062,359,84,84,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3430,wherever requiring otherwise feasible requirement necessary need required sufficient require requires applicable,33191006:p00160:c09:split-1|31866361:p00413:c05:split-1|31747152:p00682:c18:split-1|33867703:p00029:c12:split-1|31747152:p00427:c08:split-1
raw_resilience_of_asset-c136,358,89,89,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4349,priorities roadmap prioritization strategic goals action vision strategies alignment strategy plans plan,40115059:p00673:c20:split-1|31747152:p00275:c10:split-1|33812956:p00192:c06:split-1|33830968:p00164:c19:split-1|40087727:p00110:c06:split-1
raw_resilience_of_asset-c100,355,92,92,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4168,overcome ability upgrade improvements boost improve better productivity enhance strengthen performance address,31889872:p00242:c13:split-1|33815663:p00252:c12:split-1|40100544:p00139:c11:split-1|40087727:p00166:c05:split-1|32108178:p00166:c15:split-1
raw_resilience_of_asset-c010,351,75,75,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.4623,academia collaborate partnerships synergies hubs encourage explore foster tech innovation research universities,32626249:p00377:c13:split-1|33786588:p00182:c10:split-1|32527137:p00251:c14:split-1|33813209:p00149:c20:split-1|33815663:p00210:c07:split-1
raw_resilience_of_asset-c153,351,73,73,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.6295,withstand waterproof coverings resistant weather heat events extreme flood climate climatic adapt,31866361:p00158:c05:split-1|33107441:p00153:c13:split-1|40087727:p00188:c03:split-1|32971756:p00544:c06:split-1|34338772:p00734:c03:split-1
raw_resilience_of_asset-c019,349,76,76,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5915,p116273 wacren p111432 p094103 warcip nrens cab afdb west hoa landlocked malawi,34196069:p00147:c02:split-1|34194833:p00233:c04:split-1|33844146:p00257:c03:split-1|34388773:p00234:c08:split-1|33191006:p00237:c05:split-1
raw_resilience_of_asset-c071,349,82,82,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5113,ethics observe notices expression invitation readily awards bidders bids bid thresholds consulting,31338295:p00358:c01:split-1|33421881:p00233:c01:split-1|32093931:p00377:c10:split-1|33813209:p00328:c02:split-1|32159893:p00575:c01:split-1
raw_resilience_of_asset-c033,348,69,69,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.6390,arcep ncc gulation regulator enforcing camtel autorit spectrum nca regulate tra roaming,33753850:p00171:c03:split-1|34049907:p00236:c05:split-1|32108178:p00197:c04:split-1|33830968:p00139:c16:split-1|34397339:p00177:c03:split-1
raw_resilience_of_asset-c056,346,58,58,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.6338,biographic deduplication registry biometric databases minors births validate enrollments registering registries registration,40037981:p00038:c16:split-1|40045816:p00193:c07:split-1|34204848:p00148:c02:split-1|34201758:p00201:c16:split-1|33985963:p00161:c14:split-1
raw_resilience_of_asset-c017,344,86,86,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.4370,manage operate maintain maintenance continuity proper avoid functions effectively responsibilities adequate timely,40080119:p00194:c10:split-1|34049907:p00298:c02:split-1|34022655:p00383:c15:split-1|34429409:p00158:c03:split-1|31866361:p00391:c08:split-1
raw_resilience_of_asset-c084,343,92,92,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3856,hired hire recruit competitively recruiting hiring recruited qualifications staffing ecsu contracted firm,33812956:p00334:c03:split-1|40042661:p00226:c04:split-1|33786588:p00302:c03:split-1|34310682:p00173:c05:split-1|40028045:p00203:c07:split-1
raw_resilience_of_asset-c093,341,80,80,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5047,reforms regulatory frameworks reform legislative legal emerging policy drafting regulation laws policies,32108178:p00159:c02:split-1|33862093:p00208:c03:split-1|33191006:p00191:c03:split-1|34022655:p00379:c09:split-1|34194833:p00150:c05:split-1
raw_resilience_of_asset-c011,336,84,84,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4278,sanction anticorruption satisfy limitation directive anti objection combating inspection receipt comply tors,31338295:p00338:c10:split-1|34228623:p00260:c07:split-1|33862093:p00385:c09:split-1|40072597:p00195:c02:split-1|40087727:p00225:c08:split-1
raw_resilience_of_asset-c020,335,79,79,Develop sovereign cloud and data residency policies for government continuity,resilience_of_asset,0.4949,whole buy mandates governmental highest dialogue broad structures governments leadership society accountability,33815663:p00137:c14:split-1|33815663:p00261:c05:split-1|34030165:p00036:c11:split-1|31866361:p00218:c02:split-1|33191006:p00266:c03:split-1
raw_resilience_of_asset-c039,335,70,70,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.5096,approaching tendering paragraph auctions thresholds competitive forth bids procured bidding procurements goh,33421881:p00310:c01:split-1|34204848:p00275:c17:split-1|34049898:p00315:c01:split-1|34228623:p00372:c06:split-1|40081960:p00195:c06:split-1
raw_resilience_of_asset-c154,335,54,54,Design interoperability and portability standards for digital financial services,resilience_of_asset,0.5810,kyc authentication signatures verifiable authenticators offline recognition layer sign authenticator verification functionality,34338772:p00236:c11:split-1|40095037:p00142:c09:split-1|33985963:p00230:c08:split-1|33985963:p00230:c02:split-1|31866361:p00144:c21:split-1
raw_resilience_of_asset-c065,334,96,96,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4467,proposers bidder winning bid bidders submitting bids tender bidding auction acceptance contracts,33786588:p00221:c05:split-1|40097306:p00036:c09:split-1|34327188:p00309:c03:split-1|33815663:p00222:c08:split-1|33107441:p00188:c21:split-1
raw_resilience_of_asset-c051,333,63,63,Design interoperability and portability standards for digital financial services,resilience_of_asset,0.6489,accept wallet wallets merchants transact acceptance payment gateway payments banks fintech banking,33107441:p00143:c02:split-1|40109413:p00056:c02:split-1|40109413:p00191:c02:split-1|34388773:p00129:c04:split-1|32108178:p00601:c02:split-1
raw_resilience_of_asset-c068,329,76,76,Develop national fiber pooling and open access policies for resilient connectivity,resilience_of_asset,0.5708,subcomponents govnet backbone missing mile extending middle optic fiber broadband last connectivity,33786588:p00201:c03:split-1|33937854:p00178:c01:split-1|33844146:p00226:c04:split-1|33985963:p00285:c06:split-1|33118666:p00183:c05:split-1
raw_resilience_of_asset-c082,329,101,101,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.4158,subsidiary sections agreement schedule covenants eib stipulated covenant opened agreements description loan,34394311:p00203:c03:split-1|31167658:p00358:c07:split-1|34347483:p00043:c10:split-1|34347483:p00044:c07:split-1|33813209:p00298:c06:split-1
raw_resilience_of_asset-c005,328,65,65,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.5158,uneven underdeveloped hindered vast divide lagging limits constrained barrier disparities urban uptake,33753850:p00159:c02:split-1|34218724:p00099:c04:split-1|33937854:p00177:c02:split-1|34428613:p00358:c10:split-1|33706639:p00296:c03:split-1
