cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
raw_digital_for_resilience-c043,472,82,82,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4347,gcrf supports pillar pillars maximizing directly objective contribute cpf objectives aligned contributes,33706639:p00330:c02:split-1|33706639:p00333:c03:split-1|33706639:p00266:c02:split-1|33815663:p00171:c11:split-1|33835349:p00214:c06:split-1
raw_digital_for_resilience-c058,472,90,90,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.3340,geostat aged age calls metropolitan adults figures survey population percentage school reached,33602788:p00335:c05:split-1|33107441:p00162:c02:split-1|34022655:p00210:c01:split-1|33786588:p00128:c02:split-1|40095037:p00155:c10:split-1
raw_digital_for_resilience-c158,470,83,83,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4220,vi vii iii iv campaigns campaign ii awareness outreach ce redress grievance,33786588:p00277:c01:split-1|33835348:p00203:c04:split-1|33862093:p00212:c08:split-1|33602788:p00500:c05:split-1|31167658:p00257:c08:split-1
raw_digital_for_resilience-c153,469,82,82,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5358,g2b digitalizing digitalize digitize digitalization reengineering g2p digitization offerings transactional digitizing transform,33985963:p00285:c16:split-1|31866361:p00183:c12:split-1|33985963:p00267:c09:split-1|34428613:p00138:c05:split-1|33107441:p00434:c12:split-1
raw_digital_for_resilience-c064,462,91,91,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4822,suw equivalent whr unguaranteed ibrd million ida enablers digitizing centric window select,33835348:p00212:c01:split-1|40109413:p00254:c11:split-1|33118666:p00202:c02:split-1|32971756:p00519:c09:split-1|40013198:p00276:c01:split-1
raw_digital_for_resilience-c060,455,89,89,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.4113,newspaper registrants responded grievances complaints publish registering complaint resolution register licenses license,33859017:p00024:c16:split-1|32626249:p00230:c14:split-1|33813209:p00256:c12:split-1|34049907:p00509:c15:split-1|31747152:p00377:c03:split-1
raw_digital_for_resilience-c036,453,87,87,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.5090,rice veloppement roads rehabilitation undp cardtp rcip diagnostic de4a closed learned northern,34429409:p00198:c21:split-1|40045816:p00375:c21:split-1|32159893:p00164:c04:split-1|34194833:p00323:c22:split-1|33985963:p00286:c16:split-1
raw_digital_for_resilience-c085,451,109,109,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3267,actions reflect aim scope following designed original proposed af specific table scale,33786588:p00273:c03:split-1|33822742:p00400:c14:split-1|32159893:p00400:c06:split-1|33191006:p00358:c03:split-1|34049907:p00322:c02:split-1
raw_digital_for_resilience-c121,449,56,56,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.5912,uin nims foundational rbpp credential id card identities nigerian identification biometric death,31747152:p00496:c06:split-1|33812956:p00196:c04:split-1|33812956:p00200:c02:split-1|34347483:p00035:c10:split-1|34357064:p00035:c02:split-1
raw_digital_for_resilience-c136,448,75,75,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5692,nurture vibrant economy smes exports startups conducive entrepreneurship unlock ups grow entrepreneurs,31338295:p00132:c10:split-1|32321387:p00154:c12:split-1|33812956:p00130:c04:split-1|32971756:p00283:c03:split-1|40072597:p00138:c13:split-1
raw_digital_for_resilience-c152,444,83,83,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3985,alibori borgou atacora angola kp landlocked bangui autonomous djibouti gambia sudan bissau,34194833:p00165:c02:split-1|40052992:p00203:c03:split-1|33191006:p00128:c01:split-1|34338772:p00127:c04:split-1|33753850:p00274:c02:split-1
raw_digital_for_resilience-c133,440,97,97,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4170,moderate rated residual rating substantial assessed risk ratings deemed macroeconomic overall unchanged,33835349:p00282:c01:split-1|31338295:p00244:c01:split-1|33985963:p00353:c01:split-1|33862093:p00306:c01:split-1|40072597:p00216:c01:split-1
raw_digital_for_resilience-c104,438,84,84,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.5342,mitigate mitigating mitigated mitigation measures minimize risks residual reduce risk acceptable adverse,33813209:p00195:c09:split-1|32626249:p00367:c09:split-1|33830968:p00267:c03:split-1|34022655:p00404:c03:split-1|33844146:p00316:c14:split-1
raw_digital_for_resilience-c094,436,93,93,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3872,diem accommodation rental incurred retroactive expenses incremental supplies proceeds utilities reimbursement method,33602788:p00381:c04:split-1|31889872:p00388:c02:split-1|33862093:p00181:c09:split-1|34327188:p00276:c13:split-1|31747152:p00530:c08:split-1
raw_digital_for_resilience-c059,435,75,75,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4402,positioned twin collaborating ending uniquely convening brings wbg corporation fcv wealth analytical,40042661:p00190:c02:split-1|40072597:p00146:c01:split-1|33985963:p00161:c01:split-1|31866282:p00106:c03:split-1|32321387:p00402:c05:split-1
raw_digital_for_resilience-c124,435,106,106,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4074,smooth oversee undertake involved adjustments timely throughout guidance objectives implement successful implementation,32626249:p00342:c03:split-1|33706639:p00572:c02:split-1|33118666:p00420:c06:split-1|32626249:p00197:c05:split-1|31167658:p00324:c02:split-1
raw_digital_for_resilience-c119,424,77,77,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.4997,ecommerce bpo marketing incubators startups ups entrepreneurs companies startup markets ites clients,40072597:p00141:c20:split-1|33835349:p00262:c06:split-1|33815663:p00222:c15:split-1|33937854:p00246:c09:split-1|34456824:p00088:c02:split-1
raw_digital_for_resilience-c081,423,102,102,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3740,subcomponents introduced developed covered details designed table revised see indicator expected implemented,33107441:p00598:c01:split-1|31167658:p00239:c01:split-1|32971756:p00187:c01:split-1|32093931:p00196:c01:split-1|32093931:p00194:c01:split-1
raw_digital_for_resilience-c073,422,77,77,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.4683,adopts diaspora catalytic startup msmes incubators esos crowding investors maximizing crowd sme,33786588:p00182:c03:split-1|33786588:p00218:c05:split-1|34394311:p00133:c08:split-1|33602788:p00179:c04:split-1|32626249:p00377:c12:split-1
raw_digital_for_resilience-c143,415,82,82,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4340,twg chaired dgted chair ps hoc tc ad focal ministers deputy steering,40080119:p00164:c03:split-1|34275965:p00198:c04:split-1|40081960:p00161:c06:split-1|33815663:p00298:c01:split-1|31866361:p00242:c05:split-1
raw_digital_for_resilience-c071,414,75,75,Deploy crowdsourced disaster reporting and social media monitoring for situational awareness,digital_for_resilience,0.5114,sensing datasets collect spatial geospatial gems statistical geo dissemination formats census collected,33830968:p00228:c12:split-1|34196069:p00229:c10:split-1|31167658:p00583:c03:split-1|33813209:p00202:c02:split-1|34204848:p00334:c15:split-1
raw_digital_for_resilience-c062,413,76,76,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3589,calculations discount irr conservative pessimistic calculated frr calculate optimistic demonstrate sensitivity return,33118666:p00293:c10:split-1|33118666:p00294:c10:split-1|33118666:p00295:c10:split-1|34327188:p00316:c17:split-1|40100544:p00195:c01:split-1
raw_digital_for_resilience-c155,413,87,87,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4437,midterm satisfaction monitored biannual surveys tracked periodic mid progress monitoring evaluate monitor,31167658:p00510:c14:split-1|32159890:p00155:c17:split-1|31747152:p00170:c17:split-1|31167658:p00609:c11:split-1|34338772:p00134:c10:split-1
raw_digital_for_resilience-c150,410,89,89,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3661,furnished unaudited quarter interim ifrs days calendar submitted audited semiannual iufrs quarterly,40110459:p00386:c03:split-1|34049907:p00465:c08:split-1|40115059:p00723:c28:split-1|34428613:p00244:c14:split-1|32108178:p00302:c09:split-1
raw_digital_for_resilience-c120,409,73,73,Provide emergency connectivity to displaced populations in humanitarian settings,digital_for_resilience,0.6499,groundnut basin casamance campus wifi wi hotspots smallholders clinics camps prepurchase fi,34022655:p00289:c01:split-1|33862093:p00240:c04:split-1|33107441:p00254:c13:split-1|40077325:p00036:c04:split-1|34338772:p00278:c03:split-1
raw_digital_for_resilience-c013,407,81,81,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3971,designed aim tool seek attention involve help enrollment created able used developed,33937854:p00178:c05:split-1|32971756:p00496:c06:split-1|40045816:p00181:c03:split-1|33786588:p00288:c07:split-1|40072597:p00137:c10:split-1
raw_digital_for_resilience-c112,405,79,79,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5090,youths ambassadors institutes coding graduates skills advanced equip academy curriculum teachers soft,33822742:p00293:c12:split-1|33815663:p00217:c01:split-1|34131348:p00229:c12:split-1|33118666:p00203:c04:split-1|32626249:p00363:c01:split-1
raw_digital_for_resilience-c095,404,76,76,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.4693,mobilize guarantees risking crowding seed catalytic mobilizing catalyze intermediary crowd lending mfd,33830968:p00329:c91:split-1|33937854:p00178:c06:split-1|34429409:p00127:c07:split-1|34228623:p00178:c05:split-1|33830968:p00262:c06:split-1
raw_digital_for_resilience-c107,404,72,72,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4870,pfm customs transparency accountability ifmis enforcement payroll mineral anti corruption tax modernize,40119486:p00009:c08:split-1|33753850:p00350:c02:split-1|34327188:p00241:c10:split-1|33706639:p00369:c13:split-1|32971756:p00331:c01:split-1
raw_digital_for_resilience-c113,402,98,98,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4457,ifis credits asian afd aiib afdb reconstruction multilateral eib gif agence french,40077325:p00052:c03:split-1|32527137:p00140:c03:split-1|34196069:p00275:c05:split-1|34327188:p00130:c10:split-1|33602788:p00292:c03:split-1
raw_digital_for_resilience-c110,400,63,63,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3787,irrs npvs cba eirr estimating calculation quantified frr quantify horizon err scenarios,33602788:p00318:c01:split-1|32159893:p00254:c01:split-1|34397339:p00345:c05:split-1|34397339:p00223:c02:split-1|32527137:p00260:c01:split-1
raw_digital_for_resilience-c042,399,101,101,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3242,rwf amounting billion worth valued usd million salary whereas ranging cumulative approximately,32159890:p00152:c03:split-1|34103719:p00023:c04:split-1|33602788:p00490:c02:split-1|34222788:p00097:c20:split-1|33602788:p00164:c07:split-1
raw_digital_for_resilience-c149,396,74,74,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3868,productivity stimulate entrepreneurial generating boost incomes boosting export job generate returns employment,33118666:p00360:c11:split-1|33118666:p00291:c14:split-1|33602788:p00532:c02:split-1|33844146:p00123:c10:split-1|33421881:p00155:c02:split-1
raw_digital_for_resilience-c135,394,114,114,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4283,indicators scorecard measured intermediate iris results rf corporate measuring adjust indicator revisions,40110459:p00279:c04:split-1|34456824:p00061:c04:split-1|32527137:p00285:c16:split-1|33985963:p00298:c20:split-1|34428613:p00219:c20:split-1
raw_digital_for_resilience-c146,394,93,93,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5276,blocks transactional smes entrepreneurship enablers stimulate digitalization enabling environment subcomponents platforms digitization,40099485:p00039:c02:split-1|40017533:p00204:c11:split-1|33602788:p00186:c08:split-1|33835348:p00232:c01:split-1|33985963:p00271:c11:split-1
raw_digital_for_resilience-c028,393,89,89,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3511,aims designed intended seek seeks anticipated moreover expected leverage help aligned proposed,32321387:p00158:c16:split-1|31167658:p00600:c01:split-1|34194833:p00321:c14:split-1|33191006:p00199:c05:split-1|32527137:p00244:c01:split-1
raw_digital_for_resilience-c070,393,121,121,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3182,q1 begin extension dated took date closing december june timeframe august february,34295403:p00024:c04:split-1|40045816:p00245:c10:split-1|40117525:p00021:c10:split-1|40115059:p00725:c02:split-1|40077325:p00049:c06:split-1
raw_digital_for_resilience-c086,393,52,52,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.6164,verifiable prove identifier verification kyc credentials identity authentication identities signatures verify id,33191006:p00208:c18:split-1|40105151:p00057:c16:split-1|31866361:p00183:c03:split-1|33830968:p00153:c21:split-1|40052992:p00179:c02:split-1
raw_digital_for_resilience-c020,389,88,88,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4929,sort residual risks tool risk rating sh considering substantial mitigation outlined systematic,40045816:p00244:c02:split-1|34460895:p00186:c10:split-1|32093931:p00302:c05:split-1|31866361:p00303:c11:split-1|32626249:p00251:c07:split-1
raw_digital_for_resilience-c041,389,97,97,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.4304,interior minist mctes inage ministry mof et department la justice affairs mtc,34212364:p00059:c06:split-1|33813209:p00230:c16:split-1|33822742:p00228:c03:split-1|34370345:p00084:c04:split-1|34338772:p00200:c05:split-1
raw_digital_for_resilience-c000,383,88,88,Build decision support systems for anticipatory action integrating multiple data sources,digital_for_resilience,0.4552,designing architecture deployed integrate specifications ai software inform integrated involved designed design,31167658:p00620:c02:split-1|33985963:p00243:c05:split-1|32971756:p00141:c04:split-1|32159893:p00155:c04:split-1|33835348:p00355:c14:split-1
raw_digital_for_resilience-c019,383,94,94,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4397,draws theory lessons learned design reflects informed builds incorporated interventions inform feedback,34394311:p00173:c06:split-1|34275965:p00150:c01:split-1|40052992:p00236:c03:split-1|32108178:p00261:c01:split-1|33822742:p00221:c05:split-1
raw_digital_for_resilience-c027,382,84,84,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4174,familiar hands gained missions funded wb world financed bank team extensive managing,34204848:p00284:c05:split-1|31747152:p00375:c05:split-1|34310682:p00215:c03:split-1|33421881:p00309:c02:split-1|34204848:p00232:c05:split-1
raw_digital_for_resilience-c079,380,78,78,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5328,digitalize digitize platforms tools adopt solutions transformation technologies accelerate digitalization digitally products,40100544:p00142:c09:split-1|32626249:p00423:c12:split-1|34338772:p00147:c18:split-1|33819086:p00282:c02:split-1|33822742:p00212:c08:split-1
raw_digital_for_resilience-c122,377,66,66,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3420,eicv ranking ssa score saharan ranked parity capita populated poorest america latin,32626249:p00445:c11:split-1|34228623:p00129:c06:split-1|33862093:p00125:c05:split-1|33191006:p00120:c08:split-1|32527137:p00125:c05:split-1
raw_digital_for_resilience-c038,376,97,97,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4702,operationalize implement align inform actions coordinate guidance roles action readiness sustainability accelerate,33706639:p00326:c06:split-1|40072597:p00197:c15:split-1|33345981:p00156:c05:split-1|40113005:p00050:c28:split-1|34049907:p00383:c13:split-1
raw_digital_for_resilience-c010,375,70,70,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.5589,de4a africa ivoire te continent chad burundi diagnostic cameroon hub congo position,33118666:p00259:c07:split-1|33421881:p00201:c15:split-1|31747152:p00156:c01:split-1|32527137:p00149:c01:split-1|31747152:p00156:c05:split-1
raw_digital_for_resilience-c097,374,83,83,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4449,fmis fmm fm fms adequacy arrangements missions reviews supervision mfd function staffing,33862093:p00280:c15:split-1|33830968:p00329:c58:split-1|33844146:p00350:c02:split-1|34049898:p00401:c12:split-1|33862093:p00280:c01:split-1
raw_digital_for_resilience-c007,372,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4252,theory assumptions figure lessons factors pillar context approach provides principles model different,31747152:p00677:c20:split-1|31167658:p00376:c18:split-1|33937854:p00530:c02:split-1|34397339:p00214:c02:split-1|34429409:p00117:c07:split-1
raw_digital_for_resilience-c046,370,77,77,Build digital coordination platforms for multi-agency emergency response and aid logistics,digital_for_resilience,0.4183,hampered impede unable inefficient outdated constrained lack inadequate lacks weak equipped largely,33753850:p00165:c08:split-1|33835349:p00141:c10:split-1|31338295:p00134:c01:split-1|34397339:p00096:c09:split-1|31866361:p00148:c05:split-1
raw_digital_for_resilience-c031,369,88,88,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3909,mutually aims aim reinforcing designed seeks four seek subcomponents specifically around supports,31167658:p00619:c02:split-1|33118666:p00189:c03:split-1|34196134:p00149:c01:split-1|33191006:p00226:c01:split-1|34388773:p00163:c01:split-1
raw_digital_for_resilience-c032,368,75,75,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5557,g2g courts gp shop gov portal br stop g2b transactional gateway sms,33815663:p00254:c03:split-1|33107441:p00196:c01:split-1|33819086:p00257:c02:split-1|33107441:p00434:c04:split-1|34307768:p00043:c05:split-1
raw_digital_for_resilience-c015,367,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3675,quantified cannot effect factors likely limited although however because ability constraints remain,33835348:p00359:c14:split-1|33822742:p00137:c06:split-1|33345981:p00151:c24:split-1|40087727:p00251:c08:split-1|33830968:p00164:c07:split-1
raw_digital_for_resilience-c099,364,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3006,seek able spv reviewed expected likely continue therefore help need designed required,32093931:p00228:c02:split-1|31338295:p00160:c11:split-1|31338295:p00195:c04:split-1|33822742:p00372:c05:split-1|34428613:p00357:c22:split-1
raw_digital_for_resilience-c030,359,88,88,Implement digital platforms for port and maritime supply chain resilience,digital_for_resilience,0.5670,dimensions dto transformation coordinating dpi digitized agenda cutting digitalization initiatives platforms fsm,33786588:p00328:c06:split-1|40045816:p00132:c05:split-1|40100544:p00103:c10:split-1|40072597:p00126:c06:split-1|40045816:p00369:c02:split-1
raw_digital_for_resilience-c021,358,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4333,pims pim dtfa timing pom awpb manual lmp wardip sop tors participants,34380714:p00041:c05:split-1|33862093:p00248:c16:split-1|33107441:p00208:c18:split-1|32971756:p00237:c06:split-1|34327188:p00271:c08:split-1
raw_digital_for_resilience-c044,358,110,110,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4211,triggered adjusted theory modified revised adjustment revision unchanged accordingly revisions discussed adjustments,33053299:p00146:c01:split-1|32044477:p00025:c07:split-1|40027697:p00133:c02:split-1|40052992:p00181:c04:split-1|34451087:p00037:c03:split-1
raw_digital_for_resilience-c048,354,95,95,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.4608,dnf pilots idea mpa piloting phased enrollments pilot scaled phase enrollment fayda,40078552:p00034:c19:split-1|34196069:p00225:c07:split-1|34338772:p00221:c12:split-1|33985963:p00357:c10:split-1|33786588:p00225:c04:split-1
raw_digital_for_resilience-c049,352,71,71,Build digital business continuity capacity for SMEs and micro-enterprises,digital_for_resilience,0.5343,dividends smes commerce consumer come growing gains accelerating enabled jobs technologies digitally,33786588:p00177:c05:split-1|33862093:p00140:c01:split-1|32971756:p00242:c23:split-1|40052992:p00106:c05:split-1|32108178:p00736:c13:split-1
raw_digital_for_resilience-c140,352,67,67,Deploy digital education continuity platforms for remote learning during crises,digital_for_resilience,0.6022,degrees labs moe weblabs tvet university coding multimedia interactive learning teachers tvets,32108178:p00566:c02:split-1|33118666:p00508:c02:split-1|34428613:p00238:c12:split-1|32159890:p00162:c04:split-1|32108178:p00247:c02:split-1
raw_digital_for_resilience-c057,350,71,71,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.3822,storing savings patient saving saved save hours travel errors lowering reduced reduction,33753850:p00331:c01:split-1|32108178:p00296:c05:split-1|33118666:p00294:c07:split-1|40095037:p00145:c07:split-1|33815663:p00340:c08:split-1
raw_digital_for_resilience-c026,349,71,71,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3320,averaged declined grew gross product gdp stood decreased slowed capita inflation deficit,33985963:p00122:c04:split-1|33602788:p00132:c04:split-1|33830968:p00124:c16:split-1|34204848:p00110:c01:split-1|33753850:p00129:c03:split-1
raw_digital_for_resilience-c147,349,74,74,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.4837,pfmu fmm budgeting accountant kfsu pmu budgetary head afap chief controls director,40081960:p00160:c06:split-1|40072597:p00157:c04:split-1|40087727:p00225:c03:split-1|33813209:p00305:c01:split-1|33985963:p00393:c01:split-1
