cluster_id,size,n_projects,n_documents,nearest_reference,nearest_reference_direction,cosine,top_terms,exemplar_clause_ids
projected-c024,508,86,86,Build submarine cable redundancy through diverse routing,resilience_of_asset,0.3056,lte signal optical connected connections carrier hotel radio traffic hosted ip satellite,32159890:p00224:c14:split-1|34429409:p00138:c04:split-1|33835349:p00216:c04:split-1|34397339:p00387:c02:split-1|40052992:p00207:c09:split-1
projected-c141,507,102,102,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2063,wherever intended feasible deemed likely need able necessary sufficient expected purpose required,33191006:p00160:c09:split-1|33867703:p00029:c12:split-1|33812956:p00187:c19:split-1|31338295:p00195:c04:split-1|31747152:p00519:c02:split-1
projected-c033,503,64,64,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2606,eirr npvs npv irrs irr err discount assesses cba return discounted scenarios,40087727:p00237:c02:split-1|34397339:p00223:c01:split-1|34397339:p00222:c01:split-1|34397339:p00369:c01:split-1|31889872:p00474:c02:split-1
projected-c241,500,73,73,Address algorithmic fairness and gender exclusion risks in social protection targeting systems,resilience_of_asset,0.4502,cohorts professions empowering safely mathematics girls mentorship bridging parity equality women female,32093931:p00296:c10:split-1|32093931:p00395:c14:split-1|34397339:p00164:c11:split-1|34338772:p00785:c02:split-1|40087727:p00142:c02:split-1
projected-c307,492,67,67,Establish infrastructure sharing and emergency roaming policies between telecom operators,resilience_of_asset,0.3999,iru discriminatory indefeasible dark tenant bulk wholesale infraco roaming lease prepurchase licensed,33844146:p00208:c16:split-1|32321387:p00390:c04:split-1|31866361:p00266:c04:split-1|40042661:p00137:c05:split-1|33345981:p00276:c09:split-1
projected-c209,491,81,81,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.3589,sampling gis collect store validate census datasets geospatial formats collection geo gems,33815663:p00256:c04:split-1|34428613:p00204:c05:split-1|34275965:p00155:c08:split-1|33813209:p00145:c02:split-1|33706639:p00198:c04:split-1
projected-c070,488,76,76,Deploy rapid digital household welfare tracking for post-disaster needs assessment,digital_for_resilience,0.1963,gini eicv notre dame ranks ranking rankings nd ranked distress ssa index,33191006:p00120:c08:split-1|34228623:p00129:c06:split-1|33844146:p00120:c11:split-1|32626249:p00445:c11:split-1|31167658:p00112:c08:split-1
projected-c212,486,107,107,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2640,subcomponents summarized seek aims designed aim seeks mfd covered structure three developed,31167658:p00626:c02:split-1|33786588:p00203:c01:split-1|33421881:p00189:c12:split-1|32971756:p00200:c01:split-1|34370345:p00054:c07:split-1
projected-c058,484,84,84,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2668,collaborating brings uniquely corporation positioned ifc convening wealth miga dialogue engagements analytical,33985963:p00161:c01:split-1|40072597:p00146:c01:split-1|33830968:p00264:c08:split-1|34194833:p00303:c16:split-1|40028045:p00178:c08:split-1
projected-c210,484,103,103,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2262,subprojects parent assigned generated original funded learned involved created built associated previous,40081106:p00052:c08:split-1|33753850:p00355:c06:split-1|31747152:p00269:c07:split-1|40013198:p00215:c03:split-1|31167658:p00252:c15:split-1
projected-c165,474,47,47,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.4509,authenticator authenticators authenticate authentication verifiable identities prove verify verification kyc credentials securely,34049898:p00523:c11:split-1|31747152:p00182:c08:split-1|34204848:p00319:c02:split-1|34204848:p00130:c06:split-1|33191006:p00274:c09:split-1
projected-c195,472,86,86,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.2548,resides reside adults age population live old inhabitants aged adult births children,34049907:p00636:c06:split-1|33107441:p00162:c02:split-1|33835348:p00123:c05:split-1|34397339:p00099:c04:split-1|32527137:p00124:c09:split-1
projected-c035,470,73,73,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.5308,withstand pandemics shocks induced resilience climatic flood disasters recover adapt events weather,40087727:p00188:c03:split-1|33107441:p00153:c13:split-1|31866361:p00158:c05:split-1|34310682:p00347:c04:split-1|33830968:p00445:c02:split-1
projected-c046,468,54,54,Issue digital identity credentials to displaced and crisis-affected populations lacking documentation,digital_for_resilience,0.5524,biographic nationality prove certificate birth kebele proof minors certificates verify register issuing,34204848:p00186:c10:split-1|33830968:p00153:c06:split-1|31866361:p00144:c25:split-1|34201758:p00124:c04:split-1|33191006:p00217:c02:split-1
projected-c109,464,85,85,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3297,adequacy fm fms conclusion twice arrangements whether concluded determine assessment adequate directive,31889872:p00393:c02:split-1|34338772:p00245:c02:split-1|40109413:p00156:c01:split-1|31889872:p00393:c01:split-1|33862093:p00280:c15:split-1
projected-c246,463,117,117,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.2706,granted authorized sent issued agent received awarded recipient certified requiring registered requested,33859017:p00029:c02:split-1|32044477:p00025:c02:split-1|33844146:p00269:c11:split-1|33706639:p00528:c16:split-1|33862093:p00376:c02:split-1
projected-c319,458,78,78,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4576,benavidez switches conditioning room routers tier constructed arsat underground aerial fire ducts,40100544:p00203:c05:split-1|34460895:p00189:c05:split-1|33937854:p00587:c01:split-1|31889872:p00387:c10:split-1|33937854:p00315:c09:split-1
projected-c078,454,83,83,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2530,seek reinforce aims opportunity seeks leverage moreover aim lessons help take benefit,31167658:p00600:c01:split-1|34204848:p00207:c07:split-1|33812956:p00304:c10:split-1|32321387:p00158:c16:split-1|31167658:p00201:c12:split-1
projected-c083,453,86,86,"Develop urban geospatial risk data platforms integrating hazard, exposure, and vulnerability layers",digital_for_resilience,0.2481,square villages localities districts located lots zones geographical provinces cities settlements north,40095037:p00219:c03:split-1|34201758:p00151:c02:split-1|32159893:p00163:c09:split-1|40100544:p00099:c13:split-1|33753850:p00250:c07:split-1
projected-c116,452,120,120,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.2576,archived became promulgated declared dated ending july january august february took november,34192090:p00023:c02:split-1|32971756:p00729:c32:split-1|33985963:p00358:c12:split-1|32971756:p00308:c02:split-1|33815663:p00297:c06:split-1
projected-c290,449,73,73,Use anonymized mobile network data for real-time population displacement tracking during disasters,digital_for_resilience,0.2387,subscribe subscriptions mbps subscriber subscribers download penetration smartphones cri inhabitants gsma fixed,33830968:p00137:c05:split-1|40045816:p00400:c18:split-1|33602788:p00150:c04:split-1|32626249:p00158:c03:split-1|33937854:p00172:c02:split-1
projected-c222,446,75,75,Diversify equipment vendor dependencies for telecom supply chain resilience,resilience_of_asset,0.3477,vendor lock modular redundant computing neutrality server reduces decentralized interoperable hybrid scalable,33813209:p00225:c05:split-1|33937854:p00495:c08:split-1|34049898:p00230:c12:split-1|31747152:p00574:c03:split-1|33813209:p00192:c13:split-1
projected-c071,443,93,93,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2497,piu spiu pius biannual ciu retain staffed consolidated setic established pcu positions,34192090:p00051:c01:split-1|31889872:p00235:c03:split-1|32093931:p00241:c01:split-1|34196069:p00277:c03:split-1|40042661:p00170:c01:split-1
projected-c039,441,91,91,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2297,able reviewed seek spv updated continue prepare used da required set need,32093931:p00228:c02:split-1|34131348:p00320:c24:split-1|33753850:p00361:c14:split-1|40072597:p00211:c06:split-1|31167658:p00449:c03:split-1
projected-c248,440,95,95,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2666,diem accommodation rental retroactive proceeds supplies incremental expenses financed contracted salaries eligible,33862093:p00181:c09:split-1|33602788:p00381:c04:split-1|34327188:p00276:c13:split-1|31889872:p00388:c02:split-1|33786588:p00226:c02:split-1
projected-c036,438,69,69,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.4409,warming precipitation heatwaves intensity severity river damaging droughts temperature temperatures rainfall intense,33107441:p00502:c10:split-1|31338295:p00174:c05:split-1|34310682:p00147:c05:split-1|40027697:p00179:c08:split-1|33937854:p00221:c02:split-1
projected-c232,437,72,72,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3146,usability g2b simplification digitalizing ease shift transactional modernize digitalized g2p centric citizens,31338295:p00140:c06:split-1|40100544:p00111:c14:split-1|32108178:p00148:c11:split-1|34022655:p00153:c09:split-1|40100544:p00101:c06:split-1
projected-c118,435,82,82,Deploy crowdsourced disaster reporting and social media monitoring for situational awareness,digital_for_resilience,0.3405,participatory citizen engagement stakeholder feedback ce stakeholders proactive outreach campaigns engage consultations,34201758:p00162:c10:split-1|34388773:p00247:c02:split-1|33118666:p00308:c22:split-1|34460895:p00129:c24:split-1|33844146:p00319:c06:split-1
projected-c023,431,67,67,Strengthen mobile money agent network resilience for cash-out during disruptions,resilience_of_asset,0.1879,averaged remarkable grew declined slowed gold grown outlook gross product gdp commodity,33985963:p00122:c04:split-1|33830968:p00124:c16:split-1|34429409:p00097:c03:split-1|40081960:p00088:c02:split-1|34429409:p00097:c04:split-1
projected-c002,430,75,75,Establish national cybersecurity frameworks and CERTs for critical digital infrastructure,resilience_of_asset,0.4233,cyberthreats cyberattacks certs threats cyber threat attacks breaches cybersecurity cirt incidents incident,34049898:p00223:c03:split-1|33118666:p00254:c19:split-1|40095037:p00184:c07:split-1|34397339:p00173:c09:split-1|34049898:p00262:c05:split-1
projected-c190,430,86,86,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.2346,hired recruited recruit competitively hire recruiting assistant positions hiring consultants staffing staffed,32159893:p00549:c08:split-1|33786588:p00302:c03:split-1|34222788:p00265:c02:split-1|34310682:p00173:c05:split-1|33812956:p00334:c03:split-1
projected-c259,430,82,82,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.3846,de4a ivoire union te gabon acceleration au transformation continent african verde chad,33118666:p00259:c07:split-1|34049907:p00168:c07:split-1|32527137:p00215:c14:split-1|33118666:p00170:c09:split-1|31747152:p00156:c05:split-1
projected-c022,429,79,79,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.3166,ambassadors coding trained graduates literacy trainings advanced skills academy tvet courses soft,33862093:p00193:c10:split-1|33815663:p00210:c06:split-1|40105675:p00077:c05:split-1|34460895:p00117:c05:split-1|33118666:p00203:c04:split-1
projected-c155,429,99,99,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.2091,valued amounting billion worth spent ranging million usd whereas cumulative estimated total,33815663:p00318:c07:split-1|33815663:p00347:c03:split-1|32159890:p00152:c03:split-1|33786588:p00229:c02:split-1|33786588:p00211:c02:split-1
projected-c200,429,90,90,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2691,cio manager designate coordinator overseeing director oversee day direction responsible secretary daily,33107441:p00212:c04:split-1|40110459:p00383:c25:split-1|34388773:p00354:c03:split-1|34254903:p00160:c02:split-1|33835349:p00322:c02:split-1
projected-c084,426,90,90,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2614,steps lessons taking learned leveraging using focused working foundational build efforts solutions,33786588:p00386:c17:split-1|33822742:p00402:c09:split-1|33985963:p00243:c36:split-1|34131348:p00205:c01:split-1|32321387:p00225:c11:split-1
projected-c223,426,78,78,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2441,diploma workshop conference trainings workshops trainers initiating timing trainees acquired training indicating,33835349:p00201:c09:split-1|33786588:p00302:c02:split-1|40087727:p00186:c06:split-1|34049898:p00522:c03:split-1|34428613:p00219:c10:split-1
projected-c163,425,101,101,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.1959,tasks summary following specific designed proposed table identified key ta addition expected,33786588:p00273:c03:split-1|32159893:p00400:c06:split-1|33822742:p00400:c14:split-1|33191006:p00358:c03:split-1|32108178:p00689:c02:split-1
projected-c273,425,68,68,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3222,purely minority shareholders incentive frr ppps crowding infraco risking ppp crowd shares,40080119:p00205:c02:split-1|32971756:p00312:c02:split-1|34049907:p00255:c11:split-1|34338772:p00205:c19:split-1|40109413:p00052:c07:split-1
projected-c225,424,99,99,Establish data protection standards for emergency beneficiary targeting and cross-agency data sharing,resilience_of_asset,0.3179,constitution obligation mandated covenants stipulated amended enacted amendment decree provisions legislation laws,32108178:p00480:c02:split-1|33812956:p00284:c07:split-1|33706639:p00406:c29:split-1|34201758:p00279:c07:split-1|40110459:p00388:c07:split-1
projected-c106,423,71,71,Deploy climate-resilient fiber-to-the-premises in hazard-prone areas,resilience_of_asset,0.3634,leo wi fi cellular wifi hotspots satellite speeds wireless microwave unserved speed,34254903:p00138:c02:split-1|33835348:p00242:c02:split-1|34394311:p00345:c10:split-1|32971756:p00501:c11:split-1|33786588:p00317:c13:split-1
projected-c034,422,72,72,Scale mobile money for post-disaster person-to-person remittances,digital_for_resilience,0.3352,blended mobilizing miga maximizing catalytic guarantees seed mfd mobilization intermediary venture risking,33830968:p00329:c91:split-1|34429409:p00127:c07:split-1|33937854:p00178:c06:split-1|33830968:p00262:c06:split-1|34228623:p00178:c05:split-1
projected-c257,422,91,91,Upgrade and harden government data centers for disaster resilience,resilience_of_asset,0.4387,install upgrade connect upgrading towers links optic backbone wireless deploy extend mile,34275965:p00095:c10:split-1|40022182:p00070:c02:split-1|34338772:p00743:c06:split-1|32527137:p00290:c19:split-1|34394311:p00099:c02:split-1
projected-c026,421,104,104,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3061,smooth actual objectives inform reflect manage guidance align implement successful life timely,33706639:p00572:c02:split-1|33118666:p00420:c06:split-1|32626249:p00197:c05:split-1|33118666:p00319:c10:split-1|32527137:p00227:c08:split-1
projected-c029,420,84,84,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3552,reimbursement reimbursements deposited method disbursing disbursed advances methods dfil disbursement disbursements special,32971756:p00414:c01:split-1|31167658:p00466:c01:split-1|34049907:p00454:c18:split-1|33706639:p00527:c08:split-1|34254903:p00231:c01:split-1
projected-c054,420,71,71,Design digital inclusion safeguards ensuring crisis response reaches populations without connectivity or devices,resilience_of_asset,0.4121,divide bridging bridge devices affordable inclusion elderly marginalized schemes productive populations device,33835348:p00189:c07:split-1|33706639:p00147:c08:split-1|33602788:p00145:c02:split-1|34194833:p00173:c18:split-1|34338772:p00166:c03:split-1
projected-c240,420,66,66,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2420,quantifiable extra calculating surplus quantify externalities vat conservative savings benefits welfare lifetime,34204848:p00206:c08:split-1|34327188:p00208:c03:split-1|32108178:p00759:c02:split-1|34196134:p00225:c01:split-1|31167658:p00707:c03:split-1
projected-c291,420,77,77,Develop national emergency telecommunications plans and spectrum sharing mandates,resilience_of_asset,0.4245,urgencies samu urgency callao lima npp contingent geolocation alerts emergency metropolitan automatically,34022655:p00327:c33:split-1|31889872:p00186:c07:split-1|33937854:p00214:c13:split-1|40080119:p00192:c16:split-1|31889872:p00234:c04:split-1
projected-c132,419,84,84,Adopt Common Alerting Protocol (CAP) for standardized multi-channel warnings,resilience_of_asset,0.1808,join get seek visit operate register respond receive monitor track manage physical,33815663:p00162:c04:split-1|40039972:p00036:c05:split-1|33602788:p00216:c03:split-1|32321387:p00145:c17:split-1|33421881:p00223:c10:split-1
projected-c147,417,99,99,Deploy satellite-based telemetry as backup for hydromet observation networks,resilience_of_asset,0.2487,assist pillar assistance guidance maintenance supports technical needed efforts throughout initial team,32108178:p00476:c02:split-1|40013198:p00147:c03:split-1|33815663:p00174:c10:split-1|33867703:p00026:c05:split-1|33753850:p00182:c04:split-1
projected-c164,416,95,95,Adopt Common Alerting Protocol (CAP) for standardized multi-channel warnings,resilience_of_asset,0.2274,appointed operated hosted housed managed mtc assigned eca director mof risa mdas,33815663:p00301:c03:split-1|31747152:p00350:c04:split-1|33191006:p00409:c05:split-1|31167658:p00439:c05:split-1|32971756:p00405:c22:split-1
projected-c076,415,78,78,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.3155,uepex siafi books chart accountant accounting accounts statements maintained separate uses purposes,31167658:p00446:c07:split-1|33937854:p00388:c05:split-1|34394311:p00286:c06:split-1|31338295:p00347:c14:split-1|33786588:p00469:c07:split-1
projected-c207,415,95,95,Develop and regularly test government ICT business continuity and disaster recovery plans,resilience_of_asset,0.3190,moict ng intic minict minist moitt sip mocit rique agence secretary minpostel,32093931:p00153:c17:split-1|33107441:p00244:c05:split-1|32159893:p00117:c04:split-1|33812956:p00335:c10:split-1|33812956:p00254:c07:split-1
projected-c293,414,89,89,Establish data protection and consent protocols for beneficiary registries used in emergency disbursements,resilience_of_asset,0.3205,satisfy directive anticorruption bp op missions familiar ipf directives minimum accurate reasonable,32159893:p00553:c04:split-1|40072597:p00195:c02:split-1|32527137:p00405:c03:split-1|31338295:p00338:c10:split-1|34196069:p00312:c03:split-1
projected-c265,411,78,78,Monitor climate vulnerability of digital infrastructure using geospatial and climate projection data,resilience_of_asset,0.5387,coverings waterproof screened screening geophysical resistant adaptation considerations flood climate hazards incorporate,34394311:p00192:c12:split-1|34222788:p00171:c10:split-1|34222788:p00170:c09:split-1|34338772:p00726:c02:split-1|40045816:p00239:c09:split-1
projected-c295,411,81,81,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2128,inefficient turnover lacks weak overlapping fragmented compounded insufficient hr inadequate lack cscs,32321387:p00275:c04:split-1|31866361:p00148:c05:split-1|34327188:p00253:c01:split-1|34327188:p00147:c09:split-1|40028045:p00126:c07:split-1
projected-c255,410,75,75,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2784,chair chaired twg representatives invited comprise ministers secretary prime sc ps minister,32159890:p00155:c12:split-1|34222788:p00146:c17:split-1|33822742:p00231:c05:split-1|33191006:p00290:c04:split-1|40080119:p00165:c02:split-1
projected-c253,407,94,94,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2538,a2 annexes a3 annex a1 summarized table section details paragraph schedule paragraphs,32108178:p00518:c06:split-1|33706639:p00393:c07:split-1|32159893:p00213:c02:split-1|33602788:p00332:c02:split-1|34394311:p00166:c11:split-1
projected-c105,406,90,90,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.3528,downside residual risks creates substantial risk pose macroeconomic fiduciary political considering remains,33753850:p00377:c02:split-1|31866361:p00303:c11:split-1|40045816:p00244:c02:split-1|32971756:p00337:c03:split-1|32626249:p00251:c07:split-1
projected-c069,403,101,101,Design oversight and transparency frameworks for parametric trigger calibration and basis risk,digital_for_resilience,0.2962,tranche withdrawals condition subsidiary schedule covenants agreement retroactive loans guarantees loan stipulated,31167658:p00358:c07:split-1|33786588:p00377:c09:split-1|34397339:p00228:c22:split-1|33602788:p00422:c16:split-1|33813209:p00298:c06:split-1
projected-c082,401,108,108,Deploy digital agriculture extension services for advisory and market access,digital_for_resilience,0.3286,p174461 p160418 p177158 p171034 p171099 p167543 p173373 p160533 p176181 p176126 p132824 p176932,33835348:p00166:c01:split-1|40100544:p00155:c09:split-1|34049907:p00180:c01:split-1|34194833:p00120:c09:split-1|34388773:p00136:c08:split-1
projected-c018,399,81,81,Develop interoperability standards across humanitarian and government digital response systems,resilience_of_asset,0.3505,hpc interoperable ea pki interoperability architecture enterprise upgraded back common platform upgrades,33602788:p00227:c08:split-1|34275965:p00097:c03:split-1|33862093:p00222:c11:split-1|34022655:p00347:c06:split-1|34310682:p00137:c11:split-1
projected-c272,398,93,93,Integrate digital climate risk analytics into public financial management systems,digital_for_resilience,0.2647,finance financed ce subcomponents matching complement grants funded ta evaluation specifically studies,33786588:p00203:c09:split-1|33191006:p00212:c04:split-1|32044477:p00034:c04:split-1|34228623:p00183:c12:split-1|34397339:p00156:c18:split-1
projected-c089,397,98,98,Deploy shock-responsive G2P digital payment systems linked to national ID and social registries,digital_for_resilience,0.3270,p094103 warcip vincent grenadines rcip lucia closed saint roads caribbean peru rehabilitation,33753850:p00179:c03:split-1|34429409:p00186:c04:split-1|33706639:p00321:c09:split-1|34388773:p00261:c05:split-1|33118666:p00418:c02:split-1
projected-c065,396,56,56,"Enable digital credit, savings, and microinsurance products to build household liquidity buffers",digital_for_resilience,0.5433,mfi microfinance dfs money micro fintech banks merchants products kyc inclusion informal,33753850:p00219:c12:split-1|32159893:p00220:c03:split-1|33191006:p00147:c02:split-1|33602788:p00493:c27:split-1|32108178:p00553:c04:split-1
projected-c311,395,78,78,Incorporate resilience standards and climate screening in telecom infrastructure procurement,resilience_of_asset,0.3834,spds borrowers edition gpn arrange ipf notice undb governed regulations accordance standard,33191006:p00449:c01:split-1|33830968:p00312:c01:split-1|34022655:p00456:c02:split-1|40027697:p00195:c01:split-1|32093931:p00377:c01:split-1
